,id,TSS_start,TSS_frecuency_YPD
1100,XUT_13F-209,480863,7
1101,XUT_13F-214,494571,0
1102,XUT_13F-222,507904,0
1103,XUT_13F-229,522244,2
1104,XUT_13F-239,556809,0
1105,XUT_13F-247,570775,10
1106,XUT_13F-256,592944,2
1107,XUT_13F-259,597815,1
1108,XUT_13F-261,601455,1
1109,XUT_13F-274,623421,7
1110,XUT_13F-286,653245,10
1111,XUT_13F-294,675144,3
1112,XUT_13F-3,13508,4
1113,XUT_13F-315,720891,1
1114,XUT_13F-321,731795,1
1115,XUT_13F-333,763341,1
1116,XUT_13F-337,775985,4
1117,XUT_13F-349,806725,5
1118,XUT_13F-350,809103,13
1119,XUT_13F-354,827841,1
1120,XUT_13F-359,836979,3
1121,XUT_13F-364,851887,3
1122,XUT_13F-373,869626,6
1123,XUT_13F-376,874108,1
1124,XUT_13F-390,906255,0
1125,XUT_13F-43,94602,2
1126,XUT_13F-51,119218,0
1127,XUT_13F-80,165672,1
1128,XUT_13F-98,226988,1
1129,XUT_13R-108,259007,1
1130,XUT_13R-117,276749,1
1131,XUT_13R-134,312042,3
1132,XUT_13R-153,353126,4
1133,XUT_13R-183,400181,1
1134,XUT_13R-196,434174,2
1135,XUT_13R-20,46571,5
1136,XUT_13R-228,513324,1
1137,XUT_13R-232,532253,5
1138,XUT_13R-234,537321,1
1139,XUT_13R-245,565094,1
1140,XUT_13R-255,577465,1
1141,XUT_13R-275,610969,2
1142,XUT_13R-279,619462,3
1143,XUT_13R-293,654720,2
1144,XUT_13R-297,658024,3
1145,XUT_13R-303,662025,1
1146,XUT_13R-307,668252,1
1147,XUT_13R-313,676937,1
1148,XUT_13R-316,688784,3
1149,XUT_13R-340,770448,0
1150,XUT_13R-357,801436,0
1151,XUT_13R-378,832955,2
1152,XUT_13R-402,883579,0
1153,XUT_13R-47,111712,1
1154,XUT_13R-69,170657,1
1155,XUT_13R-87,220743,1
1156,XUT_13R-88,221998,1
1157,XUT_13R-97,233642,3
1158,XUT_14F-101,270173,6
1159,XUT_14F-118,319277,0
1160,XUT_14F-123,337996,4
1161,XUT_14F-126,345772,1
1162,XUT_14F-166,440695,6
1163,XUT_14F-171,444748,0
1164,XUT_14F-190,500917,3
1165,XUT_14F-20,64837,0
1166,XUT_14F-208,535190,1
1167,XUT_14F-214,546220,2
1168,XUT_14F-255,624887,17
1169,XUT_14F-257,629089,1
1170,XUT_14F-259,632806,0
1171,XUT_14F-302,742295,1
1172,XUT_14F-306,755195,1
1173,XUT_14F-319,763436,2
1174,XUT_14F-324,770229,2
1175,XUT_14F-37,104270,4
1176,XUT_14F-39,106867,1
1177,XUT_14F-52,160596,1
1178,XUT_14F-55,168006,2
1179,XUT_14F-59,174879,1
1180,XUT_14F-6,16578,3
1181,XUT_14F-61,179974,0
1182,XUT_14R-106,275675,0
1183,XUT_14R-114,302297,3
1184,XUT_14R-162,408020,1
1185,XUT_14R-179,451631,0
1186,XUT_14R-192,480182,2
1187,XUT_14R-194,481007,1
1188,XUT_14R-204,491259,3
1189,XUT_14R-21,66217,2
1190,XUT_14R-210,502623,1
1191,XUT_14R-219,525836,4
1192,XUT_14R-232,549365,2
1193,XUT_14R-269,611196,2
1194,XUT_14R-271,615609,1
1195,XUT_14R-284,636757,2
1196,XUT_14R-286,643534,0
1197,XUT_14R-291,653219,3
1198,XUT_14R-308,707559,1
1199,XUT_14R-327,736887,2
1200,XUT_14R-330,741853,1
1201,XUT_14R-332,746725,0
1202,XUT_14R-344,768577,0
1203,XUT_14R-347,772405,4
1204,XUT_14R-349,774476,1
1205,XUT_14R-36,108166,0
1206,XUT_14R-46,126713,0
1207,XUT_14R-74,201967,1
1208,XUT_14R-90,244245,2
1209,XUT_15F-10,21165,0
1210,XUT_15F-102,225554,1
1211,XUT_15F-104,227657,6
1212,XUT_15F-107,232836,0
1213,XUT_15F-112,241571,3
1214,XUT_15F-129,281708,2
1215,XUT_15F-14,28347,2
1216,XUT_15F-156,335802,1
1217,XUT_15F-163,348327,2
1218,XUT_15F-197,418035,2
1219,XUT_15F-206,437373,2
1220,XUT_15F-232,476704,0
1221,XUT_15F-238,491125,2
1222,XUT_15F-249,507034,1
1223,XUT_15F-269,571133,2
1224,XUT_15F-281,589232,5
1225,XUT_15F-288,617199,0
1226,XUT_15F-296,639230,1
1227,XUT_15F-309,672672,1
1228,XUT_15F-318,682412,3
1229,XUT_15F-331,701596,1
1230,XUT_15F-388,844966,17
1231,XUT_15F-431,967242,2
1232,XUT_15F-444,978502,1
1233,XUT_15F-448,995063,3
1234,XUT_15F-45,90058,1
1235,XUT_15F-453,1019000,3
1236,XUT_15F-473,1057998,2
1237,XUT_15F-479,1069596,0
1238,XUT_15F-6,15768,3
1239,XUT_15F-9,18109,2
1240,XUT_15R-10,9818,1
1241,XUT_15R-101,170838,2
1242,XUT_15R-116,220558,1
1243,XUT_15R-148,325092,2
1244,XUT_15R-169,357222,0
1245,XUT_15R-177,369456,0
1246,XUT_15R-178,370167,2
1247,XUT_15R-187,383564,2
1248,XUT_15R-19,25487,1
1249,XUT_15R-249,522557,2
1250,XUT_15R-265,579743,1
1251,XUT_15R-284,642595,2
1252,XUT_15R-289,658158,0
1253,XUT_15R-29,35387,0
1254,XUT_15R-293,662363,1
1255,XUT_15R-314,692128,1
1256,XUT_15R-327,722636,1
1257,XUT_15R-33,40617,1
1258,XUT_15R-344,772242,2
1259,XUT_15R-366,838163,7
1260,XUT_15R-372,850080,3
1261,XUT_15R-385,881987,4
1262,XUT_15R-399,903655,3
1263,XUT_15R-403,911649,3
1264,XUT_15R-427,970033,1
1265,XUT_15R-430,976985,1
1266,XUT_15R-432,981485,1
1267,XUT_15R-440,989441,1
1268,XUT_15R-442,991294,0
1269,XUT_15R-466,1039409,0
1270,XUT_15R-47,72302,8
1271,XUT_15R-477,1045963,3
1272,XUT_15R-485,1055046,3
1273,XUT_15R-486,1059953,2
1274,XUT_15R-51,73908,2
1275,XUT_15R-54,83991,1
1276,XUT_15R-66,101235,1
1277,XUT_15R-7,5362,1
1278,XUT_15R-8,7920,3
1279,XUT_15R-84,128309,1
1280,XUT_15R-99,168387,1
1281,XUT_16F-113,283270,1
1282,XUT_16F-145,352662,1
1283,XUT_16F-148,363683,4
1284,XUT_16F-155,379604,1
1285,XUT_16F-178,443965,0
1286,XUT_16F-193,482269,2
1287,XUT_16F-213,544003,2
1288,XUT_16F-224,562887,1
1289,XUT_16F-226,565349,0
1290,XUT_16F-229,568118,2
1291,XUT_16F-233,581508,1
1292,XUT_16F-238,586843,0
1293,XUT_16F-243,607542,1
1294,XUT_16F-247,620191,1
1295,XUT_16F-272,680862,0
1296,XUT_16F-280,697549,3
1297,XUT_16F-292,728974,1
1298,XUT_16F-30,79559,1
1299,XUT_16F-31,84476,3
1300,XUT_16F-36,98949,1
1301,XUT_16F-363,891566,1
1302,XUT_16F-377,929117,1
1303,XUT_16F-383,937319,0
1304,XUT_16F-65,169651,1
1305,XUT_16F-73,188064,3
1306,XUT_16F-81,198005,2
1307,XUT_16F-86,210878,1
1308,XUT_16F-88,215307,1
1309,XUT_16F-98,253795,1
1310,XUT_16R-143,339332,1
1311,XUT_16R-15,37892,1
1312,XUT_16R-165,393780,1
1313,XUT_16R-174,411632,2
1314,XUT_16R-190,456681,0
1315,XUT_16R-204,486212,1
1316,XUT_16R-225,528796,3
1317,XUT_16R-25,47193,7
1318,XUT_16R-270,608170,1
1319,XUT_16R-278,619980,1
1320,XUT_16R-283,629488,2
1321,XUT_16R-288,644858,1
1322,XUT_16R-295,658970,0
1323,XUT_16R-354,787620,2
1324,XUT_16R-359,790911,0
1325,XUT_16R-363,799018,0
1326,XUT_16R-364,800346,6
1327,XUT_16R-366,801953,3
1328,XUT_16R-375,829521,1
1329,XUT_16R-376,830465,3
1330,XUT_16R-404,886036,1
1331,XUT_16R-419,931432,1
1332,XUT_16R-422,937577,1
1333,XUT_16R-425,941178,1
1334,XUT_16R-54,115686,1
1335,XUT_16R-6,18022,0
1336,XUT_16R-67,145301,1
1337,XUT_16R-69,147171,1
1338,XUT_16R-8,21959,1
1339,XUT_16R-9,24712,3
1340,XUT_1F-14,27220,0
1341,XUT_1F-15,30026,1
1342,XUT_1F-4,14148,1
1343,XUT_1F-60,137770,1
1344,XUT_1F-75,180388,1
1345,XUT_1F-89,196651,0
1346,XUT_1R-16,29756,6
1347,XUT_1R-18,34358,2
1348,XUT_1R-40,74559,2
1349,XUT_1R-79,181003,0
1350,XUT_1R-83,183545,0
1351,XUT_1R-87,188096,0
1352,XUT_1R-90,189085,0
1353,XUT_1R-91,190022,2
1354,XUT_2F-101,288267,2
1355,XUT_2F-116,306257,2
1356,XUT_2F-125,324444,2
1357,XUT_2F-136,341473,5
1358,XUT_2F-141,349779,0
1359,XUT_2F-143,356233,0
1360,XUT_2F-145,362422,1
1361,XUT_2F-149,370370,1
1362,XUT_2F-150,371882,2
1363,XUT_2F-154,376529,4
1364,XUT_2F-169,407363,5
1365,XUT_2F-197,493062,3
1366,XUT_2F-2,10710,0
1367,XUT_2F-206,532371,1
1368,XUT_2F-225,593216,1
1369,XUT_2F-242,614471,2
1370,XUT_2F-252,640140,2
1371,XUT_2F-274,674990,1
1372,XUT_2F-282,697906,5
1373,XUT_2F-291,718462,1
1374,XUT_2F-340,807363,8
1375,XUT_2F-43,151495,1
1376,XUT_2F-78,238523,8
1377,XUT_2F-87,251149,3
1378,XUT_2F-89,254631,0
1379,XUT_2F-93,258250,1
1380,XUT_2R-109,280866,1
1381,XUT_2R-114,283482,1
1382,XUT_2R-121,289202,1
1383,XUT_2R-127,303265,2
1384,XUT_2R-142,330420,1
1385,XUT_2R-154,350766,0
1386,XUT_2R-170,381182,1
1387,XUT_2R-172,390714,0
1388,XUT_2R-178,409193,0
1389,XUT_2R-183,417446,0
1390,XUT_2R-226,534979,1
1391,XUT_2R-267,645065,1
1392,XUT_2R-271,653526,1
1393,XUT_2R-307,722947,1
1394,XUT_2R-31,92222,3
1395,XUT_2R-342,786852,2
1396,XUT_2R-343,791761,0
1397,XUT_2R-344,792551,3
1398,XUT_2R-56,160310,2
1399,XUT_2R-65,170082,1
1400,XUT_2R-67,172110,0
1401,XUT_2R-85,220958,1
1402,XUT_3F-11,39648,3
1403,XUT_3F-111,249609,1
1404,XUT_3F-12,40886,3
1405,XUT_3F-31,74640,5
1406,XUT_3F-33,77194,2
1407,XUT_3F-45,105027,1
1408,XUT_3F-5,29670,2
1409,XUT_3F-61,132381,1
1410,XUT_3F-65,147928,0
1411,XUT_3F-70,156330,2
1412,XUT_3F-71,157481,1
1413,XUT_3F-74,160675,1
1414,XUT_3F-94,203137,1
1415,XUT_3F-99,210339,2
1416,XUT_3R-100,214784,1
1417,XUT_3R-119,254217,2
1418,XUT_3R-18,53725,1
1419,XUT_3R-67,152573,4
1420,XUT_4F-115,219354,3
1421,XUT_4F-117,220928,3
1422,XUT_4F-127,238909,1
1423,XUT_4F-137,264398,2
1424,XUT_4F-14,21813,2
1425,XUT_4F-142,274034,1
1426,XUT_4F-148,295020,0
1427,XUT_4F-160,312414,0
1428,XUT_4F-161,316569,2
1429,XUT_4F-181,367093,0
1430,XUT_4F-193,387245,1
1431,XUT_4F-204,407338,1
1432,XUT_4F-231,471004,15
1433,XUT_4F-238,481987,3
1434,XUT_4F-242,485627,2
1435,XUT_4F-267,542263,1
1436,XUT_4F-272,556601,1
1437,XUT_4F-278,569167,1
1438,XUT_4F-293,602282,2
1439,XUT_4F-306,617740,2
1440,XUT_4F-309,628797,1
1441,XUT_4F-321,657824,1
1442,XUT_4F-328,680207,4
1443,XUT_4F-339,718813,1
1444,XUT_4F-341,722317,0
1445,XUT_4F-348,733608,0
1446,XUT_4F-352,743382,0
1447,XUT_4F-361,764129,1
1448,XUT_4F-376,794465,0
1449,XUT_4F-395,831765,13
1450,XUT_4F-416,904312,1
1451,XUT_4F-447,976491,1
1452,XUT_4F-449,979513,2
1453,XUT_4F-473,1022053,1
1454,XUT_4F-478,1030518,1
1455,XUT_4F-491,1049899,1
1456,XUT_4F-497,1071491,2
1457,XUT_4F-50,81118,2
1458,XUT_4F-500,1080791,2
1459,XUT_4F-524,1162329,4
1460,XUT_4F-531,1172328,4
1461,XUT_4F-532,1174516,1
1462,XUT_4F-544,1192718,0
1463,XUT_4F-546,1196528,0
1464,XUT_4F-582,1272820,1
1465,XUT_4F-592,1288242,7
1466,XUT_4F-597,1295984,1
1467,XUT_4F-605,1319412,4
1468,XUT_4F-617,1344354,2
1469,XUT_4F-622,1361035,2
1470,XUT_4F-642,1406093,1
1471,XUT_4F-645,1410255,1
1472,XUT_4F-661,1445758,0
1473,XUT_4F-669,1454958,1
1474,XUT_4F-675,1459758,0
1475,XUT_4F-689,1483732,2
1476,XUT_4F-700,1500717,0
1477,XUT_4F-703,1507087,1
1478,XUT_4F-705,1514773,0
1479,XUT_4F-707,1516679,1
1480,XUT_4F-709,1518279,1
1481,XUT_4F-711,1520825,0
1482,XUT_4R-104,251307,0
1483,XUT_4R-120,292792,2
1484,XUT_4R-125,304844,1
1485,XUT_4R-190,444206,2
1486,XUT_4R-200,463783,1
1487,XUT_4R-203,471350,0
1488,XUT_4R-218,507241,4
1489,XUT_4R-237,546250,1
1490,XUT_4R-253,576337,2
1491,XUT_4R-255,579079,1
1492,XUT_4R-263,593469,1
1493,XUT_4R-265,600279,0
1494,XUT_4R-27,67486,1
1495,XUT_4R-298,687885,2
1496,XUT_4R-303,703934,10
1497,XUT_4R-309,722197,0
1498,XUT_4R-329,792255,1
1499,XUT_4R-342,820972,1
1500,XUT_4R-346,829368,3
1501,XUT_4R-365,893564,3
1502,XUT_4R-370,909393,1
1503,XUT_4R-393,966448,0
1504,XUT_4R-40,100025,0
1505,XUT_4R-446,1103476,1
1506,XUT_4R-456,1131262,2
1507,XUT_4R-458,1140612,1
1508,XUT_4R-468,1159268,0
1509,XUT_4R-483,1174786,1
1510,XUT_4R-486,1183296,0
1511,XUT_4R-514,1260074,0
1512,XUT_4R-515,1261384,0
1513,XUT_4R-55,132727,1
1514,XUT_4R-552,1353465,1
1515,XUT_4R-570,1412161,0
1516,XUT_4R-599,1480617,1
1517,XUT_4R-608,1493856,1
1518,XUT_4R-9,22448,0
1519,XUT_4R-92,233705,3
1520,XUT_4R-94,235951,2
1521,XUT_5F-101,210999,0
1522,XUT_5F-112,239603,1
1523,XUT_5F-12,39862,1
1524,XUT_5F-122,258277,1
1525,XUT_5F-125,259835,3
1526,XUT_5F-126,261980,1
1527,XUT_5F-136,279882,2
1528,XUT_5F-151,310822,0
1529,XUT_5F-166,334632,3
1530,XUT_5F-171,336639,5
1531,XUT_5F-180,353735,3
1532,XUT_5F-191,378105,1
1533,XUT_5F-195,399438,2
1534,XUT_5F-218,461106,2
1535,XUT_5F-238,503109,4
1536,XUT_5F-248,539619,1
1537,XUT_5F-255,554116,0
1538,XUT_5F-62,137107,5
1539,XUT_5F-67,150276,0
1540,XUT_5F-7,21400,0
1541,XUT_5F-75,167014,3
1542,XUT_5F-98,210474,7
1543,XUT_5R-111,242555,3
1544,XUT_5R-115,249792,1
1545,XUT_5R-12,11314,2
1546,XUT_5R-126,269043,3
1547,XUT_5R-139,291544,0
1548,XUT_5R-142,298398,0
1549,XUT_5R-144,303161,4
1550,XUT_5R-151,319578,1
1551,XUT_5R-165,362202,1
1552,XUT_5R-166,364251,0
1553,XUT_5R-168,367047,0
1554,XUT_5R-194,435622,2
1555,XUT_5R-230,542814,1
1556,XUT_5R-232,544289,0
1557,XUT_5R-36,64212,2
1558,XUT_5R-40,77311,1
1559,XUT_5R-48,99966,0
1560,XUT_5R-75,151878,6
1561,XUT_5R-76,156504,3
1562,XUT_5R-81,162477,1
1563,XUT_6F-104,252046,3
1564,XUT_6F-106,256470,1
1565,XUT_6F-13,30275,0
1566,XUT_6F-15,31498,1
1567,XUT_6F-22,54819,2
1568,XUT_6F-34,78743,1
1569,XUT_6F-46,104115,7
1570,XUT_6F-52,111580,0
1571,XUT_6F-62,134860,3
1572,XUT_6F-83,193549,0
1573,XUT_6F-87,206034,1
1574,XUT_6R-108,241848,0
1575,XUT_6R-17,27896,1
1576,XUT_6R-50,111885,1
1577,XUT_6R-53,129931,2
1578,XUT_6R-66,160093,0
1579,XUT_6R-82,194955,1
1580,XUT_7F-110,235800,0
1581,XUT_7F-130,276517,1
1582,XUT_7F-133,280774,4
1583,XUT_7F-144,309155,1
1584,XUT_7F-158,324275,0
1585,XUT_7F-211,427312,2
1586,XUT_7F-261,559198,2
1587,XUT_7F-271,592806,1
1588,XUT_7F-276,605714,1
1589,XUT_7F-281,616351,1
1590,XUT_7F-283,620337,2
1591,XUT_7F-31,63756,2
1592,XUT_7F-311,701770,1
1593,XUT_7F-323,729966,2
1594,XUT_7F-333,753035,3
1595,XUT_7F-347,778168,6
1596,XUT_7F-358,793294,0
1597,XUT_7F-368,811172,2
1598,XUT_7F-375,834159,2
1599,XUT_7F-384,849633,1
1600,XUT_7F-391,858986,2
1601,XUT_7F-400,883966,3
1602,XUT_7F-402,886013,0
1603,XUT_7F-409,893848,0
1604,XUT_7F-413,899809,0
1605,XUT_7F-437,968970,1
1606,XUT_7F-439,974267,0
1607,XUT_7F-455,1017948,0
1608,XUT_7F-478,1081225,0
1609,XUT_7F-480,1082923,1
1610,XUT_7F-59,121210,2
1611,XUT_7F-76,166377,3
1612,XUT_7R-105,257288,2
1613,XUT_7R-123,289420,1
1614,XUT_7R-124,293242,5
1615,XUT_7R-129,313051,2
1616,XUT_7R-159,384299,2
1617,XUT_7R-165,393713,1
1618,XUT_7R-187,424347,1
1619,XUT_7R-19,33647,2
1620,XUT_7R-20,34966,2
1621,XUT_7R-231,513596,0
1622,XUT_7R-243,535748,1
1623,XUT_7R-255,561391,0
1624,XUT_7R-261,575166,3
1625,XUT_7R-269,591882,2
1626,XUT_7R-275,609599,2
1627,XUT_7R-295,654414,1
1628,XUT_7R-298,661172,1
1629,XUT_7R-322,715215,1
1630,XUT_7R-328,719256,2
1631,XUT_7R-336,733539,1
1632,XUT_7R-340,742020,1
1633,XUT_7R-365,801804,3
1634,XUT_7R-374,811340,1
1635,XUT_7R-411,899494,1
1636,XUT_7R-418,905570,2
1637,XUT_7R-43,96889,0
1638,XUT_7R-433,944607,1
1639,XUT_7R-435,951815,0
1640,XUT_7R-45,98641,1
1641,XUT_7R-459,1000450,1
1642,XUT_7R-483,1066966,0
1643,XUT_7R-5,17788,4
1644,XUT_7R-63,131218,1
1645,XUT_7R-77,159748,3
1646,XUT_7R-88,197907,0
1647,XUT_7R-97,226556,0
1648,XUT_8F-102,221407,0
1649,XUT_8F-104,222879,5
1650,XUT_8F-113,250505,1
1651,XUT_8F-117,258876,1
1652,XUT_8F-130,286632,1
1653,XUT_8F-131,293748,0
1654,XUT_8F-134,314163,0
1655,XUT_8F-135,314862,2
1656,XUT_8F-159,368109,2
1657,XUT_8F-165,375127,0
1658,XUT_8F-168,378407,1
1659,XUT_8F-193,429448,0
1660,XUT_8F-2,11150,3
1661,XUT_8F-212,466105,3
1662,XUT_8F-22,62946,3
1663,XUT_8F-226,496931,1
1664,XUT_8F-237,516713,5
1665,XUT_8F-239,522173,2
1666,XUT_8F-65,146633,5
1667,XUT_8F-67,150979,1
1668,XUT_8F-72,165113,2
1669,XUT_8F-76,168182,1
1670,XUT_8F-77,170737,1
1671,XUT_8F-87,189414,0
1672,XUT_8F-92,201878,2
1673,XUT_8R-113,238869,1
1674,XUT_8R-115,242332,4
1675,XUT_8R-118,251412,0
1676,XUT_8R-125,256371,7
1677,XUT_8R-129,272394,67
1678,XUT_8R-157,319763,2
1679,XUT_8R-165,337849,0
1680,XUT_8R-171-m,349373,1
1681,XUT_8R-193,386989,5
1682,XUT_8R-199,402074,1
1683,XUT_8R-217,458039,0
1684,XUT_8R-241,508268,0
1685,XUT_8R-247,520289,1
1686,XUT_8R-47,105416,4
1687,XUT_8R-87,181720,2
1688,XUT_9F-10,34546,0
1689,XUT_9F-113,222871,1
1690,XUT_9F-117,229797,3
1691,XUT_9F-120,243686,2
1692,XUT_9F-13,40504,0
1693,XUT_9F-138,289386,1
1694,XUT_9F-143,304368,0
1695,XUT_9F-176,356644,2
1696,XUT_9F-189,386303,1
1697,XUT_9F-2,22593,7
1698,XUT_9F-202,406664,1
1699,XUT_9F-220,436269,1
1700,XUT_9F-29,74076,3
1701,XUT_9F-32,76057,1
1702,XUT_9F-71,165203,2
1703,XUT_9F-9,31001,0
1704,XUT_9F-90,196412,4
1705,XUT_9R-117,260757,1
1706,XUT_9R-124,278094,0
1707,XUT_9R-14-m2,37227,2
1708,XUT_9R-145,338308,1
1709,XUT_9R-175,399481,1
1710,XUT_9R-22,57226,1
1711,XUT_9R-35,93545,0
1712,XUT_9R-38,97345,0
1713,XUT_9R-51,126938,2
1714,XUT_9R-53,127463,1
1715,XUT_9R-63,155861,4
1716,XUT_9R-77,196485,0
1717,YAL001C,151198,1
1718,YAL002W,143612,2
1719,YAL003W,142153,5215
1720,YAL004W,137649,1
1721,YAL005C,141493,855
1722,YAL007C,138414,258
1723,YAL008W,136866,198
1724,YAL009W,135854,10
1725,YAL010C,135686,14
1726,YAL011W,132195,17
1727,YAL012W,130735,1353
1728,YAL013W,129238,61
1729,YAL014C,129067,135
1730,YAL015C,128102,40
1731,YAL016C-A,125075,1
1732,YAL016W,124782,70
1733,YAL017W,119867,0
1734,YAL018C,119591,0
1735,YAL019W,114809,2
1736,YAL020C,114637,3
1737,YAL021C,113418,18
1738,YAL022C,110446,762
1739,YAL023C,108639,104
1740,YAL025C,101168,73
1741,YAL026C,99783,2
1742,YAL027W,94595,1
1743,YAL028W,92836,6
1744,YAL029C,92522,2
1745,YAL030W,87264,50
1746,YAL031C,87078,2
1747,YAL031W-A,84315,1
1748,YAL032C,84494,5
1749,YAL033W,82701,80
1750,YAL034C,82586,24
1751,YAL034C-B,79873,1
1752,YAL034W-A,79705,3
1753,YAL035W,76401,627
1754,YAL036C,76184,82
1755,YAL037C-A,73652,0
1756,YAL037W,73453,2
1757,YAL038W,71759,6306
1758,YAL039C,69581,155
1759,YAL040C,67848,12
1760,YAL041W,62776,6
1761,YAL042W,61300,131
1762,YAL043C,61083,35
1763,YAL044C,58476,616
1764,YAL044W-A,57517,492
1765,YAL046C,57415,45
1766,YAL047C,56886,73
1767,YAL047W-A,54221,1
1768,YAL048C,54790,1
1769,YAL049C,52661,156
1770,YAL051W,48534,2
1771,YAL053W,45759,8
1772,YAL054C,45073,0
1773,YAL055W,42170,7
1774,YAL056W,39208,7
1775,YAL058W,37415,40
1776,YAL059W,36507,4
1777,YAL060W,35107,31
1778,YAL061W,33359,3
1779,YAL062W,31529,4
1780,YAL063C-A,23633,3
1781,YAL064C-A,14690,1
1782,YAL064W-B,11313,5
1783,YAL066W,9807,1
1784,YAL067C,9227,1
1785,YAR002C-A,154740,179
1786,YAR002W,152215,57
1787,YAR003W,154920,29
1788,YAR007C,158682,68
1789,YAR008W,158864,11
1790,YAR014C,169021,12
1791,YAR015W,169286,260
1792,YAR018C,171711,8
1793,YAR019C,175170,1
1794,YAR023C,180697,2
1795,YAR027W,183671,18
1796,YAR028W,184836,28
1797,YAR029W,185918,5
1798,YAR030C,187257,1
1799,YAR031W,186785,0
1800,YAR033W,188061,26
1801,YAR035W,190149,2
1802,YAR042W,192575,3
1803,YAR053W,208193,1
1804,YBL001C,237478,1230
1805,YBL002W,236469,6281
1806,YBL003C,235819,1101
1807,YBL005W,217408,5
1808,YBL006C,217137,136
1809,YBL006W-A,216707,1
1810,YBL007C,216418,43
1811,YBL008W,209598,8
1812,YBL009W,207160,35
1813,YBL010C,206951,4
1814,YBL011W,203437,77
1815,YBL013W,201990,1
1816,YBL014C,201777,11
1817,YBL015W,194027,15
1818,YBL016W,192451,1
1819,YBL017C,191763,1
1820,YBL018C,186515,56
1821,YBL019W,184353,5
1822,YBL020W,182319,11
1823,YBL021C,182118,52
1824,YBL022C,181402,8
1825,YBL023C,177579,23
1826,YBL024W,172511,41
1827,YBL025W,171423,6
1828,YBL026W,170552,14
1829,YBL027W,168392,3713
1830,YBL028C,167885,23
1831,YBL029C-A,164841,19
1832,YBL030C,164118,99
1833,YBL031W,161669,13
1834,YBL032W,160092,79
1835,YBL033C,159721,11
1836,YBL035C,153691,41
1837,YBL036C,151228,69
1838,YBL037W,147111,1
1839,YBL038W,146124,134
1840,YBL039C-A,145719,3
1841,YBL039W-B,143086,13
1842,YBL040C,142911,3066
1843,YBL041W,141212,102
1844,YBL042C,140316,447
1845,YBL043W,136557,4
1846,YBL045C,135702,30
1847,YBL046W,132424,2
1848,YBL047C,132211,1
1849,YBL049W,126788,1
1850,YBL050W,125076,74
1851,YBL051C,124820,4
1852,YBL052C,122106,2
1853,YBL054W,117474,14
1854,YBL055C,117219,6
1855,YBL056W,113720,119
1856,YBL057C,113447,103
1857,YBL058W,111409,40
1858,YBL059C-A,110547,11
1859,YBL060W,107914,9
1860,YBL061C,107515,15
1861,YBL063W,101886,0
1862,YBL064C,101188,69
1863,YBL066C,100148,1
1864,YBL067C,96158,1
1865,YBL068W,92382,435
1866,YBL068W-A,91437,3
1867,YBL070C,90925,1
1868,YBL071C,90544,1
1869,YBL071W-A,89943,78
1870,YBL072C,89464,182
1871,YBL074C,87808,2
1872,YBL075C,86612,7
1873,YBL076C,84277,122
1874,YBL078C,80775,8
1875,YBL079W,75206,1
1876,YBL080C,74711,18
1877,YBL081W,71552,8
1878,YBL082C,71173,6
1879,YBL083C,70146,7
1880,YBL085W,63674,1
1881,YBL086C,62709,69
1882,YBL087C,60762,1519
1883,YBL089W,49510,38
1884,YBL090W,48794,16
1885,YBL091C,48650,190
1886,YBL091C-A,47186,5
1887,YBL092W,45613,3913
1888,YBL093C,44998,79
1889,YBL094C,44184,1
1890,YBL095W,43261,2
1891,YBL096C,44042,1
1892,YBL097W,40773,2
1893,YBL099W,36733,180
1894,YBL100W-C,28372,1
1895,YBL101C,28406,2
1896,YBL102W,24010,89
1897,YBL103C,23765,4
1898,YBL104C,21307,3
1899,YBL105C,17962,29
1900,YBL106C,13931,1
1901,YBL107C,10551,45
1902,YBR001C,241339,17
1903,YBR002C,242584,7
1904,YBR003W,242780,30
1905,YBR004C,245683,48
1906,YBR005W,245817,12
1907,YBR006W,246884,8
1908,YBR007C,251106,3
1909,YBR008C,254427,21
1910,YBR009C,255720,748
1911,YBR010W,256303,204
1912,YBR011C,258006,3532
1913,YBR012C,259571,1
1914,YBR013C,266012,1
1915,YBR014C,267432,54
1916,YBR015C,269631,58
1917,YBR016W,270198,585
1918,YBR017C,273765,21
1919,YBR018C,275547,2
1920,YBR019C,278377,3
1921,YBR020W,278963,16
1922,YBR021W,281307,53
1923,YBR022W,283655,10
1924,YBR023C,288054,2
1925,YBR024W,289336,162
1926,YBR025C,291902,222
1927,YBR026C,294022,26
1928,YBR028C,296036,10
1929,YBR029C,297832,36
1930,YBR030W,298232,11
1931,YBR031W,300150,3292
1932,YBR032W,301510,0
1933,YBR033W,301817,1
1934,YBR034C,305990,15
1935,YBR035C,306985,89
1936,YBR036C,310358,8
1937,YBR037C,311501,19
1938,YBR038W,311861,6
1939,YBR039W,315496,5
1940,YBR041W,318213,14
1941,YBR042C,321645,20
1942,YBR043C,324094,7
1943,YBR044C,326092,14
1944,YBR045C,330196,0
1945,YBR046C,331582,11
1946,YBR047W,331832,3
1947,YBR048W,332816,10650
1948,YBR049C,336967,11
1949,YBR050C,338387,3
1950,YBR052C,339416,43
1951,YBR053C,340763,27
1952,YBR054W,342791,3
1953,YBR055C,347308,5
1954,YBR056C-B,351489,1
1955,YBR056W,347867,9
1956,YBR056W-A,351228,4
1957,YBR057C,353383,8
