IN NO EVENT SHALL MOUNT SINAI HOSPITAL BE LIABLE TO ANY PARTY FOR DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL
DAMAGES, INCLUDING LOST PROFITS, ARISING OUT OF THE USE OF THIS SOFTWARE AND ITS DOCUMENTATION, EVEN IF MOUNT SINAI HOSPITAL
HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.

MOUNT SINAI HOSPITAL SPECIFICALLY DISCLAIMS ANY IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.
THE SOFTWARE AND ACCOMPANYING DOCUMENTATION, IF ANY, PROVIDED HEREUNDER IS PROVIDED "AS IS". MOUNT SINAI HOSPITAL HAS NO
OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, OR MODIFICATIONS.

Published research assisted by this document should cite the original publishing author, as well as:
In any articles making use of this data, please refer to:
Stark C, Breitkreutz BJ, Reguly T, Boucher L, Breitkreutz A, Tyers M. BioGRID: A General Repository for Interaction Datasets.
Nucleic Acids Res. Jan1;34:D535-9.

This data is distributed for research purposes only, and is provided WITHOUT ANY WARRANTY.

----------------------------------------------------------------------------------------------------

Brief Description of the Columns: 

A.) INTERACTOR_A			Unique ID for Interacting Partner A
B.) INTERACTOR_B			Unique ID for Interacting Partner B
C.) OFFICIAL_SYMBOL_FOR_A
D.) OFFICIAL_SYMBOL_FOR_B
E.) ALIASES_FOR_A			List of common names for geneA, separated by '|'
F.) ALIASES_FOR_B			List of common names for geneB, separated by '|'
G.) EXPERIMENTAL_SYSTEM			System in which the interaction was shown
H.) SOURCE				Author/s of the interaction
I.) PUBMED_ID				PubMed_ID of the paper, separated by ';'
J.) ORGANISM_A_ID			NCBI ID of Gene A Organism
K.) ORGANISM_B_ID			NCBI ID of Gene B Organism

----------------------------------------------------------------------------------------------------
File Version: 3.4.146
----------------------------------------------------------------------------------------------------

INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
YJR094W-A	YEL009C	RPL43B	GCN4	ribosomal 60S subunit protein L43B|L43e|L43B|L000004470	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Steffen KK (2008)	18423200	559292	559292
YBR191W	YEL009C	RPL21A	GCN4	URP1|ribosomal 60S subunit protein L21A|L21e|L21A|L000002441	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Steffen KK (2008)	18423200	559292	559292
YLR448W	YEL009C	RPL6B	GCN4	ribosomal 60S subunit protein L6B|L6e|rp18|YL16|L6B|L17B|L000001714	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Steffen KK (2008)	18423200	559292	559292
YIL052C	YEL009C	RPL34B	GCN4	ribosomal 60S subunit protein L34B|L34e|L34B|L000004466	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Steffen KK (2008)	18423200	559292	559292
YDR382W	YEL009C	RPP2B	GCN4	RPL45|YPA1|ribosomal protein P2B|YP2beta|P2B|L45|L000001736	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Steffen KK (2008)	18423200	559292	559292
YJR066W	YEL009C	TOR1	GCN4	DRR1|phosphatidylinositol kinase-related protein kinase TOR1|L000002322	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Steffen KK (2008)	18423200	559292	559292
YBL032W	YEL009C	HEK2	GCN4	KHD1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Affinity Capture-RNA	Hasegawa Y (2008)	18805955	559292	559292
YFL009W	YEL009C	CDC4	GCN4	SCF ubiquitin ligase complex subunit CDC4|L000000244	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Two-hybrid	Kishi T (2008)	18787112	559292	559292
YEL009C	YHR071W	GCN4	PCL5	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	L000004037	Synthetic Rescue	Aviram S (2008)	18794371	559292	559292
YPL031C	YEL009C	PHO85	GCN4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Biochemical Activity	Aviram S (2008)	18794371	559292	559292
YEL009C	YEL009C	GCN4	GCN4	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Protein-peptide	Gulla SV (2009)	19331323	559292	559292
YEL009C	YKR099W	GCN4	BAS1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	L000000161	Phenotypic Enhancement	Joo YJ (2009)	19525417	559292	559292
YBR160W	YEL009C	CDC28	GCN4	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Synthetic Rescue	Tobe BT (2009)	19566963	559292	559292
YGL122C	YEL009C	NAB2	GCN4	mRNA-binding protein NAB2|L000001227	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Affinity Capture-RNA	Batisse J (2009)	19840948	559292	559292
YDL115C	YEL009C	IWR1	GCN4	-	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Peiro-Chova L (2009)	19679657	559292	559292
YPL031C	YEL009C	PHO85	GCN4	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Dosage Lethality	Sopko R (2006)	16455487	559292	559292
YLR200W	YEL009C	YKE2	GCN4	GIM1|PFD6|L000002791	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Synthetic Rescue	Deplazes A (2009)	19387492	559292	559292
YFL023W	YEL009C	BUD27	GCN4	URI1|S000007647	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Synthetic Rescue	Deplazes A (2009)	19387492	559292	559292
YER177W	YEL009C	BMH1	GCN4	APR6|14-3-3 family protein BMH1|L000000185	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Synthetic Lethality	Wang C (2009)	19805817	559292	559292
YEL009C	YJR066W	GCN4	TOR1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	DRR1|phosphatidylinositol kinase-related protein kinase TOR1|L000002322	Synthetic Rescue	Wang C (2009)	19805817	559292	559292
YJL059W	YEL009C	YHC3	GCN4	BTN1|L000003332|L000003284	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Synthetic Growth Defect	Vitiello SP (2007)	17341489	559292	559292
YEL009C	YOL051W	GCN4	GAL11	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	ABE1|MED15|RAR3|SDS4|SPT13|L000000664	Reconstituted Complex	Herbig E (2010)	20308326	559292	559292
YEL009C	YDR145W	GCN4	TAF12	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	TAF61|TAF68|TafII61|TafII68|L000003462	Reconstituted Complex	Herbig E (2010)	20308326	559292	559292
YEL009C	YHR071W	GCN4	PCL5	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	L000004037	Dosage Rescue	Herzog B (2010)	21111745	559292	559292
YEL009C	YIL033C	GCN4	BCY1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	SRA1|cAMP-dependent protein kinase regulatory subunit BCY1|L000002044	Phenotypic Enhancement	Fendt SM (2010)	21119627	559292	559292
YEL009C	YDR477W	GCN4	SNF1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	CAT1|CCR1|GLC2|HAF3|PAS14|AMP-activated serine/threonine-protein kinase catalytic subunit SNF1|L000001944	Phenotypic Enhancement	Fendt SM (2010)	21119627	559292	559292
YEL009C	YKL109W	GCN4	HAP4	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	transcription factor HAP4|L000000754	Phenotypic Enhancement	Fendt SM (2010)	21119627	559292	559292
YEL009C	YHR099W	GCN4	TRA1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	histone acetyltransferase TRA1|L000003945	Affinity Capture-Western	Knutson BA (2010)	21149579	559292	559292
YEL009C	YER040W	GCN4	GLN3	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	nitrogen-responsive transcriptional regulator GLN3|L000000710	Co-localization	Hernandez H (2010)	21184740	559292	559292
YEL009C	YER040W	GCN4	GLN3	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	nitrogen-responsive transcriptional regulator GLN3|L000000710	Affinity Capture-Western	Hernandez H (2010)	21184740	559292	559292
YEL009C	YKL032C	GCN4	IXR1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	ORD1|L000000881	Synthetic Growth Defect	Batenchuk C (2010)	20831804	559292	559292
YEL009C	YOL051W	GCN4	GAL11	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	ABE1|MED15|RAR3|SDS4|SPT13|L000000664	Affinity Capture-Western	Jedidi I (2010)	19940160	559292	559292
YEL009C	YDL005C	GCN4	MED2	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	L000003914	Affinity Capture-Western	Jedidi I (2010)	19940160	559292	559292
YEL009C	YHL025W	GCN4	SNF6	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	L000001949	Affinity Capture-Western	Jedidi I (2010)	19940160	559292	559292
YEL009C	YDR392W	GCN4	SPT3	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	transcriptional regulator SPT3|L000002029	Affinity Capture-Western	Jedidi I (2010)	19940160	559292	559292
YEL009C	YOL051W	GCN4	GAL11	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	ABE1|MED15|RAR3|SDS4|SPT13|L000000664	Reconstituted Complex	Jedidi I (2010)	19940160	559292	559292
YEL009C	YEL009C	GCN4	GCN4	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Co-crystal Structure	Ciani B (2010)	21045134	559292	559292
YEL009C	YNL216W	GCN4	RAP1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	GRF1|TBA1|TUF1|DNA-binding transcription factor RAP1|L000001581	Reconstituted Complex	Joo YJ (2011)	21183953	559292	559292
YEL009C	YNL216W	GCN4	RAP1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	GRF1|TBA1|TUF1|DNA-binding transcription factor RAP1|L000001581	Affinity Capture-Western	Joo YJ (2011)	21183953	559292	559292
YNL216W	YEL009C	RAP1	GCN4	GRF1|TBA1|TUF1|DNA-binding transcription factor RAP1|L000001581	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Affinity Capture-Western	Joo YJ (2011)	21183953	559292	559292
YEL009C	YOL051W	GCN4	GAL11	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	ABE1|MED15|RAR3|SDS4|SPT13|L000000664	Reconstituted Complex	Wands AM (2011)	21317429	559292	559292
YEL009C	YOL051W	GCN4	GAL11	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	ABE1|MED15|RAR3|SDS4|SPT13|L000000664	Phenotypic Suppression	Wands AM (2011)	21317429	559292	559292
YBR279W	YEL009C	PAF1	GCN4	L000002621	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Crisucci EM (2012)	22252319	559292	559292
YEL009C	YOL051W	GCN4	GAL11	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	ABE1|MED15|RAR3|SDS4|SPT13|L000000664	Co-crystal Structure	Brzovic PS (2011)	22195967	559292	559292
YEL009C	YOL051W	GCN4	GAL11	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	ABE1|MED15|RAR3|SDS4|SPT13|L000000664	Reconstituted Complex	Brzovic PS (2011)	22195967	559292	559292
YEL009C	YDR145W	GCN4	TAF12	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	TAF61|TAF68|TafII61|TafII68|L000003462	Co-crystal Structure	Brzovic PS (2011)	22195967	559292	559292
YHR099W	YEL009C	TRA1	GCN4	histone acetyltransferase TRA1|L000003945	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	PCA	Lin L (2012)	22308403	559292	559292
YEL009C	YPL031C	GCN4	PHO85	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	Synthetic Growth Defect	Rosonina E (2012)	22345516	559292	559292
YDR515W	YEL009C	SLF1	GCN4	SRO99|L000004191|L000002894	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Affinity Capture-RNA	Schenk L (2012)	22271760	559292	559292
YPR199C	YEL009C	ARR1	GCN4	ACR1|YAP8|L000004292	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Synthetic Rescue	Duemcke S (2012)	22844089	559292	559292
YPR199C	YEL009C	ARR1	GCN4	ACR1|YAP8|L000004292	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Duemcke S (2012)	22844089	559292	559292
YOR140W	YEL009C	SFL1	GCN4	L000001869	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Torbensen R (2012)	22844449	559292	559292
YEL009C	YNL084C	GCN4	END3	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	L000000558	PCA	Wang Y (2012)	22875988	559292	559292
YKL179C	YEL009C	COY1	GCN4	-	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Two-hybrid	Wang Y (2012)	22875988	559292	559292
YNL084C	YEL009C	END3	GCN4	L000000558	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Two-hybrid	Wang Y (2012)	22875988	559292	559292
YNL107W	YEL009C	YAF9	GCN4	S000007495	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Two-hybrid	Wang Y (2012)	22875988	559292	559292
YPL146C	YEL009C	NOP53	GCN4	RRP16	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Two-hybrid	Wang Y (2012)	22875988	559292	559292
YNL330C	YEL009C	RPD3	GCN4	MOF6|REC3|SDI2|SDS6|histone deacetylase RPD3|L000001696|L000001603	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Dosage Lethality	Kaluarachchi Duffy S (2012)	22579291	559292	559292
YDL160C	YEL009C	DHH1	GCN4	DExD/H-box ATP-dependent RNA helicase DHH1|L000000504	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Affinity Capture-RNA	Mitchell SF (2012)	23222640	559292	559292
YHL034C	YEL009C	SBP1	GCN4	SSB1|SSBR1|L000002628|L000002076	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Affinity Capture-RNA	Mitchell SF (2012)	23222640	559292	559292
YEL009C	YEL009C	GCN4	GCN4	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Reconstituted Complex	Chan IS (2012)	22856882	559292	559292
YEL009C	YEL009C	GCN4	GCN4	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Co-crystal Structure	Diao J (2010)	20027625	559292	559292
YEL009C	YEL009C	GCN4	GCN4	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Co-crystal Structure	Oshaben KM (2012)	23116373	559292	559292
YLL013C	YEL009C	PUF3	GCN4	mRNA-binding protein PUF3	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Affinity Capture-RNA	Freeberg MA (2013)	23409723	559292	559292
YEL009C	YEL009C	GCN4	GCN4	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	FRET	Reinke AW (2013)	23661758	559292	559292
YFL031W	YEL009C	HAC1	GCN4	ERN4|IRE15|transcription factor HAC1|L000002611	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Enhancement	Herzog B (2013)	23794510	559292	559292
YBR160W	YEL009C	CDC28	GCN4	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	PCA	Ear PH (2013)	24019491	559292	559292
YJR139C	YEL009C	HOM6	GCN4	THR6|homoserine dehydrogenase|L000000801	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Rawal Y (2014)	25079372	559292	559292
YFL009W	YEL009C	CDC4	GCN4	SCF ubiquitin ligase complex subunit CDC4|L000000244	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Protein-peptide	Tang X (2005)	16338374	559292	559292
YDR328C	YEL009C	SKP1	GCN4	MGO1|SCF ubiquitin ligase subunit SKP1|CBF3D|L000001910	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Protein-peptide	Tang X (2005)	16338374	559292	559292
YFL009W	YEL009C	CDC4	GCN4	SCF ubiquitin ligase complex subunit CDC4|L000000244	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Biochemical Activity	Tang X (2005)	16338374	559292	559292
YEL009C	YFR004W	GCN4	RPN11	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	MPR1|proteasome regulatory particle lid subunit RPN11|L000002976|L000002965	Reconstituted Complex	Seong KM (2007)	17978571	559292	559292
YEL009C	YOR117W	GCN4	RPT5	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	YTA1|proteasome regulatory particle base subunit RPT5|L000002555	Reconstituted Complex	Seong KM (2007)	17978571	559292	559292
YEL009C	YHR200W	GCN4	RPN10	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	MCB1|SUN1|proteasome regulatory particle base subunit RPN10|L000003108	Reconstituted Complex	Seong KM (2007)	17978571	559292	559292
YPR088C	YEL009C	SRP54	GCN4	SRH1|L000002064	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Co-purification	Del Alamo M (2011)	21765803	559292	559292
YNL209W	YEL009C	SSB2	GCN4	YG103|Hsp70 family ATPase SSB2|L000002715	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Co-purification	Willmund F (2013)	23332755	559292	559292
YDL075W	YEL009C	RPL31A	GCN4	RPL34|ribosomal 60S subunit protein L31A|L31e|YL28|L34A|L31A|L000003297|L000001727	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Phenotypic Suppression	Moretto F (2013)	24217298	559292	559292
YEL009C	YBR081C	GCN4	SPT7	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	GIT2|SAGA histone acetyltransferase complex subunit SPT7|L000002033	Reconstituted Complex	Saint M (2014)	24550006	559292	559292
YEL009C	YMR236W	GCN4	TAF9	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	TAF17|TATA-binding protein-associated factor TAF9|TafII17|L000003459	Reconstituted Complex	Saint M (2014)	24550006	559292	559292
YEL009C	YDR145W	GCN4	TAF12	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	TAF61|TAF68|TafII61|TafII68|L000003462	Reconstituted Complex	Saint M (2014)	24550006	559292	559292
YEL009C	YGR252W	GCN4	GCN5	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	AAS104|ADA4|SWI9|histone acetyltransferase GCN5|KAT2|L000000684	Reconstituted Complex	Saint M (2014)	24550006	559292	559292
YEL009C	YHR099W	GCN4	TRA1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	histone acetyltransferase TRA1|L000003945	Reconstituted Complex	Saint M (2014)	24550006	559292	559292
YEL009C	YHL025W	GCN4	SNF6	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	L000001949	Reconstituted Complex	Saint M (2014)	24550006	559292	559292
YEL009C	YER148W	GCN4	SPT15	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	BTF1|TBP1|TATA-binding protein|TBP|L000002037	Reconstituted Complex	Saint M (2014)	24550006	559292	559292
YEL009C	YBR081C	GCN4	SPT7	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	GIT2|SAGA histone acetyltransferase complex subunit SPT7|L000002033	Reconstituted Complex	Setiaputra D (2015)	25713136	559292	559292
YOR153W	YEL009C	PDR5	GCN4	LEM1|STS1|YDR1|ATP-binding cassette multidrug transporter PDR5|L000001365|L000002136|L000002504	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Dosage Rescue	Khakhina S (2015)	25724885	559292	559292
YGR281W	YEL009C	YOR1	GCN4	YRS1|ATP-binding cassette transporter YOR1|L000003083	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Dosage Rescue	Khakhina S (2015)	25724885	559292	559292
YGL211W	YEL009C	NCS6	GCN4	TUC1|YGL210W-A	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Synthetic Rescue	Zinshteyn B (2013)	23935536	559292	559292
YPR042C	YEL009C	PUF2	GCN4	-	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	Affinity Capture-RNA	Porter DF (2015)	26668354	559292	559292
YEL009C	YPL250C	GCN4	ICY2	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	S000007528	Phenotypic Suppression	Yao Z (2015)	26565778	559292	559292
YEL009C	YAL040C	GCN4	CLN3	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	DAF1|FUN10|WHI1|cyclin CLN3|L000000359	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YBL010C	GCN4	YBL010C	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	-	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YBL032W	GCN4	HEK2	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	KHD1	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YBL067C	GCN4	UBP13	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	L000003172	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YBL079W	GCN4	NUP170	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	NLE3|L000001256|L000003140	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YBL107C	GCN4	MIX23	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	MIC23	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YBR006W	GCN4	UGA2	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	UGA5|succinate-semialdehyde dehydrogenase (NAD(P)(+))|S000007516	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YBR023C	GCN4	CHS3	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	CAL1|CSD2|DIT101|KTI2|chitin synthase CHS3|L000000331	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YBR048W	GCN4	RPS11B	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	ribosomal 40S subunit protein S11B|S17|rp41B|YS12|S18B|S11B|L000001758	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YBR076W	GCN4	ECM8	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	L000003883	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YBR095C	GCN4	RXT2	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	RAF60	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YBR108W	GCN4	AIM3	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	-	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YBR139W	GCN4	YBR139W	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	carboxypeptidase C	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YBR194W	GCN4	AIM4	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	SOY1	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YBR201W	GCN4	DER1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	L000002800	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YCR014C	GCN4	POL4	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	POLX|L000001462	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YCR077C	GCN4	PAT1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	MRT1|L000001183|L000003214	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YDL059C	GCN4	RAD59	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	L000003987	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YDL065C	GCN4	PEX19	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	PAS12|L000003965	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YDL074C	GCN4	BRE1	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	E3 ubiquitin-protein ligase BRE1	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
YEL009C	YDL117W	GCN4	CYK3	AAS101|AAS3|ARG9|amino acid starvation-responsive transcription factor GCN4|L000000683	-	Positive Genetic	Costanzo M (2016)	27708008	559292	559292
